season,crop,area,production
Rabi,Ragi,714,951
Rabi,Rice,37550,98231
Rabi,Samai,3,2
Rabi,Sesamum,4240,2056
Rabi,Small millets,58,42
Rabi,Urad,1681,1143
Rabi,Wheat,39,27
Whole Year,Banana,4074,132748
Whole Year,Cashewnut,7,2
Whole Year,Coconut,148,530400
Whole Year,Coriander,16141,4567
Whole Year,Sugarcane,674,62755
Whole Year,Sweet potato,62,823
Whole Year,Tobacco,81,82
Whole Year,Turmeric,2470,12204
Kharif,Arhar/Tur,15983,2605
Kharif,Bajra,2866,2814
Kharif,Castor seed,1013,206
Kharif,Cotton(lint),11500,12921
Kharif,Dry chillies,3839,5854
Kharif,Gram,2,1
Kharif,Groundnut,87896,11778
Kharif,Horse-gram,243,118
Kharif,Jowar,882,361
Kharif,Maize,136,132
Kharif,Moong(Green Gram),663,100
Kharif,Onion,1828,17722
Kharif,Ragi,33,51
Kharif,Rice,27457,56424
Kharif,Sesamum,175,17
Kharif,Small millets,91,55
Kharif,Sunflower,102633,50250
Kharif,Urad,208,11
Rabi,Arhar/Tur,36,6
Rabi,Bajra,674,661
Rabi,Dry chillies,356,687
Rabi,Gram,54056,28109
Rabi,Groundnut,18282,24772
Rabi,Horse-gram,6017,2226
Rabi,Jowar,11086,2783
Rabi,Maize,25,173
Rabi,Moong(Green Gram),43,11
Rabi,Onion,561,7735
Rabi,Ragi,561,695
Rabi,Rice,9203,16446
Rabi,Safflower,1,
Rabi,Sesamum,3003,973
Rabi,Small millets,38,17
Rabi,Urad,803,465
Rabi,Wheat,30,28
Whole Year,Banana,4574,299574
Whole Year,Beans & Mutter(Vegetable),44,227
Whole Year,Bhindi,207,1542
Whole Year,Bottle Gourd,1,0
Whole Year,Brinjal,489,6912
Whole Year,Cashewnut,7,1
Whole Year,Citrus Fruit,6057,30751
Whole Year,Coconut,155,658350
Whole Year,Coriander,11945,2377
Whole Year,Cucumber,17,0
Whole Year,Mango,17743,88929
Whole Year,Orange,3178,25978
Whole Year,Other Fresh Fruits,1705,492
Whole Year,Other Vegetables,433,0
Whole Year,Papaya,3132,408557
Whole Year,Pome Fruit,109,5647
Whole Year,Sugarcane,1063,78516
Whole Year,Sweet potato,40,432
Whole Year,Tobacco,174,170
Whole Year,Tomato,2443,26194
Whole Year,Turmeric,3153,10228
Kharif,Arhar/Tur,29594,8997
Kharif,Bajra,4332,3829
Kharif,Castor seed,3387,1416
Kharif,Cotton(lint),15784,12999
Kharif,Dry chillies,3422,8422
Kharif,Groundnut,109650,21711
Kharif,Horse-gram,180,65
Kharif,Jowar,4190,997
Kharif,Korra,251,190
Kharif,Maize,68,117
Kharif,Moong(Green Gram),780,424
Kharif,Onion,2138,17805
Kharif,Ragi,101,90
Kharif,Rice,23356,60025
Kharif,Sesamum,355,104
Kharif,Small millets,231,175
Kharif,Sunflower,96050,54603
Kharif,Urad,11,7
Rabi,Arhar/Tur,75,23
Rabi,Bajra,992,877
Rabi,Dry chillies,314,656
Rabi,Gram,44584,49221
Rabi,Groundnut,19746,33430
Rabi,Horse-gram,569,308
Rabi,Jowar,7389,3665
Rabi,Maize,4,22
Rabi,Onion,524,8765
Rabi,other oilseeds,4,
Rabi,Ragi,528,848
Rabi,Rice,10767,24032
Rabi,Sesamum,3772,668
Rabi,Small millets,20,15
Rabi,Urad,60,23
Rabi,Wheat,39,12
Whole Year,Banana,3771,158827
Whole Year,Beans & Mutter(Vegetable),139,697
Whole Year,Bhindi,240,2074
Whole Year,Brinjal,520,7959
Whole Year,Cashewnut,7,2
Whole Year,Citrus Fruit,5777,97833
Whole Year,Coconut,104,406980
Whole Year,Coriander,10370,2634
Whole Year,Cucumber,22,0
Whole Year,Mango,17864,359248
Whole Year,Orange,3378,56464
Whole Year,Other Fresh Fruits,1782,620
Whole Year,Other Vegetables,345,0
Whole Year,Papaya,2272,281598
Whole Year,Pome Fruit,111,6330
Whole Year,Sugarcane,555,40233
Whole Year,Sweet potato,77,557
Whole Year,Tobacco,389,489
Whole Year,Tomato,3181,39828
Whole Year,Turmeric,2476,17221
Kharif,Arhar/Tur,18424,4809
Kharif,Bajra,3709,5512
Kharif,Castor seed,2253,1318
Kharif,Cotton(lint),27717,15815
Kharif,Dry chillies,3670,8001
Kharif,Groundnut,201338,109327
Kharif,Horse-gram,145,63
Kharif,Jowar,2022,922
Kharif,Maize,125,359
Kharif,Moong(Green Gram),846,315
Kharif,Onion,1851,17286
Kharif,Other Kharif pulses,810,133
Kharif,Ragi,25,35
Kharif,Rice,46932,149619
Kharif,Sesamum,254,24
Kharif,Small millets,72,45
Kharif,Sunflower,50879,38011
Kharif,Urad,19,9
Rabi,Arhar/Tur,44,11
Rabi,Bajra,2451,3642
Rabi,Dry chillies,197,958
Rabi,Gram,35568,28988
Rabi,Groundnut,17604,45506
Rabi,Horse-gram,343,46
Rabi,Jowar,1838,632
Rabi,Moong(Green Gram),60,20
Rabi,Onion,574,13588
Rabi,Other  Rabi pulses,25,5
Rabi,Ragi,432,976
Rabi,Rice,5689,11424
Rabi,Safflower,4,1
Rabi,Sesamum,2196,1432
Rabi,Sunflower,46189,34780
Rabi,Urad,18,11
Rabi,Wheat,1,
Whole Year,Banana,3396,197474
Whole Year,Cashewnut,7,2
Whole Year,Coconut,95,725372
Whole Year,Coriander,2249,547
Whole Year,Dry ginger,1,3
Whole Year,Sugarcane,377,33563
Whole Year,Sweet potato,88,181
Whole Year,Tobacco,85,94
Whole Year,Turmeric,2826,25505
Kharif,Arhar/Tur,16390,4377
Kharif,Bajra,3327,3553
Kharif,Castor seed,2240,1637
Kharif,Cotton(lint),14578,11834
Kharif,Dry chillies,2255,4217
Kharif,Groundnut,184333,17143
Kharif,Horse-gram,21,8
Kharif,Jowar,3595,6295
Kharif,Maize,156,804
Kharif,Moong(Green Gram),461,319
Kharif,Onion,1775,9003
Kharif,Other Kharif pulses,547,83
Kharif,Ragi,40,54
Kharif,Rice,45556,85828
Kharif,Sesamum,247,41
Kharif,Small millets,54,47
Kharif,Soyabean,3,2
Kharif,Urad,21,7
Rabi,Bajra,2466,2634
Rabi,Dry chillies,234,863
Rabi,Gram,33462,55513
Rabi,Groundnut,22988,42229
Rabi,Horse-gram,251,95
Rabi,Jowar,3029,3647
Rabi,Maize,1,7
Rabi,Onion,653,15745
Rabi,Other  Rabi pulses,5,3
Rabi,Ragi,502,800
Rabi,Rice,21197,55791
Rabi,Safflower,28,9
Rabi,Sesamum,2951,1989
Rabi,Urad,3,2
Rabi,Wheat,81,48
Whole Year,Banana,2978,196691
Whole Year,Cashewnut,7,2
Whole Year,Coconut,96,384384
Whole Year,Coriander,9899,4940
Whole Year,Sugarcane,922,88323
Whole Year,Sunflower,77589,53949
Whole Year,Sweet potato,37,428
Whole Year,Tobacco,74,91
Whole Year,Turmeric,2522,19107
Kharif,Arhar/Tur,9313,1527
Kharif,Bajra,2010,2945
Kharif,Castor seed,945,474
Kharif,Cotton(lint),7940,5651
Kharif,Dry chillies,2385,6373
Kharif,Groundnut,46532,12471
Kharif,Horse-gram,6,3
Kharif,Jowar,4908,5507
Kharif,Maize,123,439
Kharif,Moong(Green Gram),367,46
Kharif,Onion,1676,17534
Kharif,Other Kharif pulses,373,63
Kharif,Ragi,18,19
Kharif,Rice,41908,114493
Kharif,Sesamum,123,31
Kharif,Small millets,27,17
Rabi,Arhar/Tur,6,1
Rabi,Bajra,1800,2637
Rabi,Dry chillies,551,2056
Rabi,Gram,71786,32663
Rabi,Groundnut,16080,33157
Rabi,Horse-gram,735,137
Rabi,Jowar,12881,9532
Rabi,Maize,35,265
Rabi,Moong(Green Gram),80,30
Rabi,Onion,338,10591
Rabi,Other  Rabi pulses,34,16
Rabi,Ragi,519,716
Rabi,Rice,4997,10963
Rabi,Sesamum,2497,1413
Rabi,Small millets,6,4
Rabi,Urad,638,499
Rabi,Wheat,32,8
Whole Year,Banana,4440,275653
Whole Year,Cashewnut,6,2
Whole Year,Coconut,92,744660
Whole Year,Coriander,10308,3711
Whole Year,Sugarcane,2056,201081
Whole Year,Sunflower,74177,68505
Whole Year,Sweet potato,25,137
Whole Year,Tobacco,60,73
Whole Year,Turmeric,3116,24436
Kharif,Arhar/Tur,14000,4000
Kharif,Bajra,2000,5000
Kharif,Castor seed,1000,1000
Kharif,Cotton(lint),9000,14000
Kharif,Dry chillies,3000,5000
Kharif,Groundnut,145000,275000
Kharif,Jowar,1000,2000
Kharif,Onion,2000,8000
Kharif,Rice,45000,139000
Kharif,Sunflower,6000,7000
Rabi,Bajra,2000,3000
Rabi,Gram,67000,87000
Rabi,Groundnut,28000,35000
Rabi,Horse-gram,1000,
Rabi,Jowar,5000,6000
Rabi,Rice,17000,45000
Rabi,Sesamum,3000,1000
Rabi,Sunflower,60000,70000
Whole Year,Sugarcane,1000,82000
Kharif,Arhar/Tur,10488,839
Kharif,Bajra,1170,3170
Kharif,Castor seed,1069,805
Kharif,Cotton(lint),11467,11669
Kharif,Dry chillies,1251,2219
Kharif,Groundnut,124382,28483
Kharif,Horse-gram,21,12
Kharif,Jowar,643,1602
Kharif,Maize,623,2909
Kharif,Moong(Green Gram),105,41
Kharif,Onion,2505,25541
Kharif,Other Kharif pulses,30,15
Kharif,Ragi,23,21
Kharif,Rice,50183,87168
Kharif,Sesamum,5,1
Kharif,Small millets,112,88
Kharif,Soyabean,6,8
Kharif,Urad,6,2
Rabi,Bajra,1305,3535
Rabi,Dry chillies,55,113
Rabi,Gram,71451,67450
Rabi,Groundnut,16630,35888
Rabi,Horse-gram,614,205
Rabi,Jowar,6609,5096
Rabi,Linseed,528,197
Rabi,Maize,1398,12344
Rabi,Moong(Green Gram),9,3
Rabi,Onion,223,4000
Rabi,Ragi,111,208
Rabi,Rice,14883,41271
Rabi,Sesamum,6693,2905
Rabi,Small millets,46,36
Rabi,Urad,19,13
Rabi,Wheat,122,83
Whole Year,Banana,4058,221705
Whole Year,Cashewnut,6,2
Whole Year,Coconut,126,1143384
Whole Year,Coriander,16214,5010
Whole Year,Sugarcane,68,5100
Whole Year,Sunflower,93468,38470
Whole Year,Sweet potato,31,177
Whole Year,Tobacco,324,516
Whole Year,Turmeric,2408,24297
Kharif,Arhar/Tur,12353,2088
Kharif,Bajra,2182,5678
Kharif,Castor seed,1162,579
Kharif,Cotton(lint),12614,17882
Kharif,Dry chillies,712,2185
Kharif,Groundnut,111105,35887
Kharif,Horse-gram,277,189
Kharif,Jowar,6749,13532
Kharif,Maize,559,2072
Kharif,Moong(Green Gram),40,10
Kharif,Onion,2875,24386
Kharif,Other Kharif pulses,37,11
Kharif,Ragi,28,37
Kharif,Rice,52423,153757
Kharif,Sesamum,133,33
Kharif,Small millets,38,20
Kharif,Soyabean,37,30
Kharif,Urad,29,9
Rabi,Arhar/Tur,171,29
Rabi,Bajra,1409,3666
Rabi,Dry chillies,40,134
Rabi,Gram,77338,38128
Rabi,Groundnut,19013,59796
Rabi,Horse-gram,687,335
Rabi,Jowar,4641,4298
Rabi,Maize,840,6140
Rabi,Moong(Green Gram),93,37
Rabi,Onion,273,7337
Rabi,Ragi,183,401
Rabi,Rapeseed &Mustard,2,1
Rabi,Rice,12894,34169
Rabi,Sesamum,6770,2254
Rabi,Small millets,27,15
Rabi,Urad,279,206
Rabi,Wheat,61,79
Whole Year,Banana,5985,381424
Whole Year,Cashewnut,6,2
Whole Year,Coconut,127,745965
Whole Year,Coriander,17239,7464
Whole Year,Sugarcane,140,12268
Whole Year,Sunflower,53688,59819
Whole Year,Sweet potato,59,348
Whole Year,Tobacco,377,633
Whole Year,Turmeric,3015,36506
Kharif,Arhar/Tur,19759,5691
Kharif,Bajra,2870,7178
Kharif,Castor seed,1034,906
Kharif,Cotton(lint),17011,40822
Kharif,Dry chillies,753,2091
Kharif,Groundnut,143299,87126
Kharif,Horse-gram,101,49
Kharif,Jowar,1199,1741
Kharif,Maize,426,2182
Kharif,Moong(Green Gram),1030,327
Kharif,Onion,2542,19248
Kharif,Other Kharif pulses,75,28
Kharif,Ragi,6,9
Kharif,Rice,53345,80657
Kharif,Sesamum,29,5
Kharif,Small millets,86,80
Kharif,Soyabean,142,242
Kharif,Urad,756,319
Rabi,Arhar/Tur,23,7
Rabi,Bajra,2070,5177
Rabi,Dry chillies,8,16
Rabi,Gram,69518,76817
Rabi,Groundnut,17296,51750
Rabi,Horse-gram,604,187
Rabi,Jowar,4185,6344
Rabi,Linseed,289,67
Rabi,Maize,987,8998
Rabi,Moong(Green Gram),463,163
Rabi,Onion,635,14029
Rabi,Other  Rabi pulses,6,2
Rabi,Ragi,137,205
Rabi,Rice,17037,48896
Rabi,Safflower,121,82
Rabi,Sesamum,5753,2025
Rabi,Small millets,185,172
Rabi,Urad,8407,4489
Rabi,Wheat,20,26
Whole Year,Banana,8706,488607
Whole Year,Cashewnut,6,1
Whole Year,Coriander,7821,5436
Whole Year,Garlic,10,21
Whole Year,Potato,1,11
Whole Year,Sugarcane,835,75413
Whole Year,Sunflower,74025,17716
Whole Year,Sweet potato,72,922
Whole Year,Tobacco,169,257
Whole Year,Turmeric,5518,43438
Kharif,Arhar/Tur,8998,2250
Kharif,Bajra,2209,5728
Kharif,Castor seed,2015,123
Kharif,Cotton(lint),30845,48314
Kharif,Cowpea(Lobia),465,110
Kharif,Dry chillies,624,2497
Kharif,Groundnut,36869,12167
Kharif,Horse-gram,288,153
Kharif,Jowar,5273,3317
Kharif,Maize,574,1903
Kharif,Moong(Green Gram),56,36
Kharif,Onion,4380,57588
Kharif,Other Kharif pulses,20,7
Kharif,Ragi,16,19
Kharif,Rice,47290,141161
Kharif,Sesamum,25,6
Kharif,Small millets,129,84
Kharif,Soyabean,389,629
Kharif,Urad,256,136
Rabi,Arhar/Tur,81,20
Rabi,Bajra,1926,4994
Rabi,Cowpea(Lobia),409,326
Rabi,Dry chillies,18,23
Rabi,Gram,90366,74913
Rabi,Groundnut,20188,48350
Rabi,Horse-gram,994,380
Rabi,Jowar,7881,2624
Rabi,Linseed,350,74
Rabi,Maize,1014,7868
Rabi,Moong(Green Gram),255,152
Rabi,Onion,1034,3154
Rabi,Other  Rabi pulses,29,10
Rabi,Ragi,124,250
Rabi,Rice,6606,17499
Rabi,Sesamum,4848,2487
Rabi,Small millets,302,198
Rabi,Urad,7575,5310
Rabi,Wheat,17,22
Whole Year,Banana,7900,518880
Whole Year,Cashewnut,6,2
Whole Year,Coconut,132,1056480
Whole Year,Coriander,4710,2727
Whole Year,Sugarcane,735,59825
Whole Year,Sunflower,62079,39749
Whole Year,Sweet potato,49,630
Whole Year,Tobacco,142,230
Whole Year,Turmeric,7447,61363
Kharif,Arhar/Tur,10386,1101
Kharif,Bajra,2214,2916
Kharif,Brinjal,672,12235
Kharif,Cashewnut,7,2
Kharif,Castor seed,2085,792
Kharif,Cotton(lint),28546,58771
Kharif,Cowpea(Lobia),1074,422
Kharif,Dry chillies,597,2827
Kharif,Grapes,1,18
Kharif,Groundnut,44179,11133
Kharif,Horse-gram,249,173
Kharif,Jowar,3065,7273
Kharif,Lemon,1833,16299
Kharif,Linseed,415,200
Kharif,Maize,497,2017
Kharif,Mango,20328,205333
Kharif,Moong(Green Gram),116,64
Kharif,Onion,2567,46760
Kharif,Other Kharif pulses,13,5
Kharif,Papaya,1674,181328
Kharif,Pome Granet,39,523
Kharif,Ragi,6,6
Kharif,Rice,24147,61551
Kharif,Sapota,423,5584
Kharif,Small millets,376,452
Kharif,Soyabean,147,267
Kharif,Sugarcane,785,59550
Kharif,Sunflower,1616,338
Kharif,Tobacco,20,28
Kharif,Tomato,3504,52945
Kharif,Turmeric,4510,17530
Kharif,Urad,48,45
Rabi,Arhar/Tur,5,1
Rabi,Bajra,1147,1511
Rabi,Brinjal,361,6573
Rabi,Cabbage,1,26
Rabi,Castor seed,130,49
Rabi,Coriander,2866,1559
Rabi,Cotton(lint),330,679
Rabi,Cowpea(Lobia),1781,709
Rabi,Dry chillies,16,36
Rabi,Dry ginger,1,8
Rabi,Gram,112194,18849
Rabi,Groundnut,20395,31959
Rabi,Horse-gram,2747,1928
Rabi,Jowar,12887,18635
Rabi,Maize,2201,15596
Rabi,Moong(Green Gram),399,269
Rabi,Onion,834,4876
Rabi,Other  Rabi pulses,28,32
Rabi,Papaya,829,89897
Rabi,Potato,1,18
Rabi,Ragi,171,255
Rabi,Rapeseed &Mustard,10,5
Rabi,Rice,6601,19249
Rabi,Safflower,5,8
Rabi,Sesamum,4729,2705
Rabi,Small millets,241,289
Rabi,Soyabean,6,11
Rabi,Sunflower,48021,19256
Rabi,Sweet potato,67,645
Rabi,Tobacco,42,61
Rabi,Tomato,2039,48814
Rabi,Turmeric,31,120
Rabi,Urad,5093,4272
Rabi,Wheat,2,2
Whole Year,Coconut,114,983000
Kharif,Arhar/Tur,8085,2442
Kharif,Bajra,2833,5476
Kharif,Brinjal,436,10788
Kharif,Cashewnut,6,2
Kharif,Castor seed,1093,514
Kharif,Cotton(lint),34119,50175
Kharif,Cowpea(Lobia),1157,590
Kharif,Dry chillies,679,2463
Kharif,Grapes,1,18
Kharif,Groundnut,42251,43307
Kharif,Horse-gram,880,514
Kharif,Jowar,5503,11529
Kharif,Lemon,1725,8839
Kharif,Linseed,466,225
Kharif,Maize,1125,4537
Kharif,Mango,20675,159714
Kharif,Moong(Green Gram),250,278
Kharif,Onion,2497,24361
Kharif,Other Kharif pulses,28,8
Kharif,other oilseeds,1701,977
Kharif,Papaya,1876,131607
Kharif,Pome Granet,55,794
Kharif,Ragi,21,29
Kharif,Rice,51753,148842
Kharif,Sapota,434,4083
Kharif,Sesamum,15,7
Kharif,Small millets,433,397
Kharif,Soyabean,65,105
Kharif,Sugarcane,550,35420
Kharif,Sunflower,1139,714
Kharif,Sweet potato,21,184
Kharif,Tobacco,11,20
Kharif,Tomato,2638,132441
Kharif,Turmeric,4044,39304
Kharif,Urad,70,65
Rabi,Arhar/Tur,31,9
Rabi,Bajra,1354,2617
Rabi,Brinjal,495,12247
Rabi,Castor seed,24,11
Rabi,Coriander,4209,2290
Rabi,Cotton(lint),1803,2651
Rabi,Cowpea(Lobia),881,397
Rabi,Dry chillies,78,155
Rabi,Gram,97046,131594
Rabi,Groundnut,17263,37374
Rabi,Horse-gram,2690,1781
Rabi,Jowar,6578,8446
Rabi,Maize,4364,32529
Rabi,Moong(Green Gram),1070,669
Rabi,Onion,926,9674
Rabi,Other Kharif pulses,92,112
Rabi,Ragi,110,196
Rabi,Rice,10959,29447
Rabi,Sesamum,9201,3322
Rabi,Small millets,161,147
Rabi,Sunflower,26486,21268
Rabi,Sweet potato,67,588
Rabi,Tobacco,23,42
Rabi,Tomato,2803,68522
Rabi,Turmeric,8,78
Rabi,Urad,2286,1797
Rabi,Wheat,12,8
Whole Year,Banana,8438,497926
Whole Year,Cashewnut,6,2
Whole Year,Castor seed,1117,525
Whole Year,Coconut,90,647000
Whole Year,Coriander,4209,2290
Whole Year,Linseed,466,225
Whole Year,Sweet potato,88,772
Whole Year,Wheat,12,8
Kharif,Arhar/Tur,2367,360
Kharif,Bajra,1173,3010
Kharif,Brinjal,511,12129
Kharif,Cashewnut,6,2
Kharif,Castor seed,686,392
Kharif,Cotton(lint),34346,57550
Kharif,Cowpea(Lobia),1183,256
Kharif,Dry chillies,830,4150
Kharif,Grapes,1,23
Kharif,Groundnut,15754,6963
Kharif,Horse-gram,1759,790
Kharif,Jowar,5677,7272
Kharif,Lemon,1926,16750
Kharif,Linseed,361,174
Kharif,Maize,408,1336
Kharif,Mango,21244,77817
Kharif,Moong(Green Gram),491,605
Kharif,Onion,2983,37144
Kharif,Other Kharif pulses,2,
Kharif,other oilseeds,76,136
Kharif,Papaya,789,84511
Kharif,Pome Granet,89,922
Kharif,Ragi,11,10
Kharif,Rice,42124,155648
Kharif,Sapota,434,3631
Kharif,Sesamum,542,148
Kharif,Small millets,226,198
Kharif,Sugarcane,373,30621
Kharif,Sunflower,1064,549
Kharif,Tobacco,20,60
Kharif,Tomato,2881,75102
Kharif,Turmeric,3285,26694
Kharif,Urad,504,668
Rabi,Arhar/Tur,24,4
Rabi,Bajra,1945,4991
Rabi,Brinjal,358,8497
Rabi,Castor seed,25,14
Rabi,Coriander,19126,11724
Rabi,Cotton(lint),1246,2088
Rabi,Cowpea(Lobia),831,212
Rabi,Dry chillies,5,16
Rabi,Gram,68169,43083
Rabi,Groundnut,11588,15435
Rabi,Horse-gram,2960,1400
Rabi,Jowar,9591,15183
Rabi,Maize,2945,19243
Rabi,Moong(Green Gram),4935,4047
Rabi,Onion,381,6556
Rabi,Other  Rabi pulses,4,5
Rabi,Papaya,729,78084
Rabi,Potato,3,52
Rabi,Ragi,78,119
Rabi,Rice,3761,10189
Rabi,Safflower,300,93
Rabi,Sesamum,15049,10775
Rabi,Small millets,197,173
Rabi,Soyabean,12,
Rabi,Sunflower,14902,10536
Rabi,Sweet potato,51,523
Rabi,Tobacco,6,18
Rabi,Tomato,2027,64448
Rabi,Urad,5874,3994
Rabi,Wheat,274,195
Whole Year,Coconut,121,1014000
Whole Year,Rice,45885,165837
Kharif,Arhar/Tur,10700,3400
Kharif,Cotton(lint),26400,63300
Kharif,Dry chillies,5100,14500
Kharif,Groundnut,4300,4800
Kharif,Jowar,500,300
Kharif,Maize,5900,10500
Kharif,Mesta,100,800
Kharif,Moong(Green Gram),26700,10200
Kharif,Rice,257900,699400
Kharif,Sesamum,300,100
Kharif,Sugarcane,15400,1634000
Kharif,Sunflower,2200,1100
Kharif,Tobacco,7700,6900
Kharif,Urad,5200,900
Rabi,Dry chillies,1800,3000
Rabi,Groundnut,11200,19900
Rabi,Horse-gram,800,400
Rabi,Jowar,2200,2000
Rabi,Maize,2200,8200
Rabi,Moong(Green Gram),2500,1600
Rabi,Rice,116300,393500
Rabi,Sesamum,2400,300
Rabi,Urad,90600,55900
Kharif,Arhar/Tur,8800,5000
Kharif,Cotton(lint),41300,32500
Kharif,Dry chillies,9500,34600
Kharif,Groundnut,4000,3300
Kharif,Maize,3000,6200
Kharif,Moong(Green Gram),25000,15600
Kharif,Rice,280800,759900
Kharif,Sesamum,400,100
Kharif,Sunflower,1200,900
Kharif,Urad,2700,2100
Rabi,Arhar/Tur,100,100
Rabi,Dry chillies,2700,5700
Rabi,Gram,100,100
Rabi,Groundnut,9100,15100
Rabi,Horse-gram,1200,300
Rabi,Jowar,100,100
Rabi,Maize,1700,8600
Rabi,Moong(Green Gram),2900,2100
Rabi,Rice,134500,491200
Rabi,Sesamum,1700,400
Rabi,Urad,80300,61100
Whole Year,Sugarcane,17300,1852600
Whole Year,Tobacco,8000,15400
Kharif,Cotton(lint),31696,52392
Kharif,Groundnut,3674,3810
Kharif,Maize,5147,14623
Kharif,Masoor,10307,7978
Kharif,Moong(Green Gram),24856,17648
Kharif,Rice,278415,834490
Kharif,Sesamum,2644,637
Kharif,Urad,2957,1804
Rabi,Gram,34,38
Rabi,Groundnut,6809,13223
Rabi,Horse-gram,586,213
Rabi,Jowar,93,24
Rabi,Maize,2301,11139
Rabi,Moong(Green Gram),2381,979
Rabi,Ragi,1,2
Rabi,Rapeseed &Mustard,13,2
Rabi,Rice,127888,457596
Rabi,Safflower,12,3
Rabi,Sesamum,320,74
Rabi,Urad,82454,73054
Whole Year,Dry chillies,12985,38332
Whole Year,Onion,105,1735
Whole Year,Sugarcane,15572,1825668
Whole Year,Tobacco,3693,3711
Kharif,Arhar/Tur,9762,6316
Kharif,Bajra,1,1
Kharif,Castor seed,14,4
Kharif,Cotton(lint),29437,64069
Kharif,Dry chillies,8952,30016
Kharif,Groundnut,2979,2333
Kharif,Jowar,2,1
Kharif,Maize,7375,19205
Kharif,Moong(Green Gram),25281,7003
Kharif,Onion,11,154
Kharif,Rice,281343,868787
Kharif,Sesamum,3292,764
Kharif,Sunflower,58,77
Kharif,Urad,4526,267
Rabi,Arhar/Tur,65,42
Rabi,Dry chillies,1987,4099
Rabi,Gram,4,10
Rabi,Groundnut,5937,14065
Rabi,Horse-gram,640,135
Rabi,Jowar,65,27
Rabi,Maize,3009,16200
Rabi,Moong(Green Gram),2748,1333
Rabi,Onion,51,897
Rabi,Other  Rabi pulses,1,0
Rabi,Rapeseed &Mustard,263,19
Rabi,Rice,112917,408308
Rabi,Sesamum,470,98
Rabi,Urad,99735,107614
Whole Year,Arecanut,4,11
Whole Year,Banana,1363,26208
Whole Year,Cashewnut,824,180
Whole Year,Coconut,1520,16273950
Whole Year,Dry ginger,15,28
Whole Year,Sugarcane,12658,1382481
Whole Year,Sweet potato,35,474
Whole Year,Tapioca,4,31
Whole Year,Tobacco,2669,7177
Whole Year,Turmeric,2713,12184
Kharif,Arhar/Tur,7714,4922
Kharif,Cotton(lint),35374,77615
Kharif,Dry chillies,9791,34885
Kharif,Groundnut,1720,1369
Kharif,Jowar,123,70
Kharif,Maize,4512,12061
Kharif,Moong(Green Gram),18212,11656
Kharif,Onion,10,139
Kharif,Other Kharif pulses,389,232
Kharif,Rice,245114,714507
Kharif,Sesamum,1815,305
Kharif,Sunflower,34,38
Kharif,Urad,4446,1605
Rabi,Arhar/Tur,80,51
Rabi,Dry chillies,1417,2850
Rabi,Gram,30,56
Rabi,Groundnut,4757,10665
Rabi,Horse-gram,617,334
Rabi,Jowar,730,539
Rabi,Maize,2707,17522
Rabi,Moong(Green Gram),1947,648
Rabi,Onion,59,933
Rabi,Ragi,5,9
Rabi,Rapeseed &Mustard,89,23
Rabi,Rice,98472,358635
Rabi,Sesamum,187,47
Rabi,Urad,120196,114427
Whole Year,Arecanut,4,7
Whole Year,Banana,1556,3946
Whole Year,Cashewnut,803,220
Whole Year,Coconut,1789,19782864
Whole Year,Coriander,25,19
Whole Year,Dry ginger,14,37
Whole Year,Sugarcane,10690,1112198
Whole Year,Sweet potato,12,160
Whole Year,Tapioca,7,58
Whole Year,Tobacco,3784,6551
Whole Year,Turmeric,2081,7976
Kharif,Arhar/Tur,7425,3438
Kharif,Castor seed,17,4
Kharif,Cotton(lint),31367,57937
Kharif,Dry chillies,12584,31573
Kharif,Groundnut,985,977
Kharif,Jowar,81,27
Kharif,Maize,5834,5653
Kharif,Moong(Green Gram),15051,5072
Kharif,Onion,16,203
Kharif,Rice,243910,761243
Kharif,Sesamum,1395,134
Kharif,Sunflower,21,23
Kharif,Urad,4913,255
Rabi,Arhar/Tur,126,58
Rabi,Dry chillies,1000,1663
Rabi,Gram,48,63
Rabi,Groundnut,3447,6449
Rabi,Horse-gram,404,149
Rabi,Jowar,866,695
Rabi,Maize,4186,29002
Rabi,Moong(Green Gram),3956,3011
Rabi,Onion,107,1347
Rabi,other oilseeds,1458,1809
Rabi,Rapeseed &Mustard,965,89
Rabi,Rice,2185,5688
Rabi,Sesamum,303,55
Rabi,Urad,161327,145033
Whole Year,Arecanut,18,26
Whole Year,Banana,1346,20586
Whole Year,Beans & Mutter(Vegetable),182,922
Whole Year,Bhindi,656,5093
Whole Year,Bottle Gourd,135,0
Whole Year,Brinjal,906,11965
Whole Year,Cabbage,341,0
Whole Year,Cashewnut,478,59
Whole Year,Citrus Fruit,612,2718
Whole Year,Coconut,1889,21255984
Whole Year,Coriander,14,8
Whole Year,Cucumber,681,0
Whole Year,Dry ginger,12,20
Whole Year,Mango,62800,234926
Whole Year,Orange,47,841
Whole Year,Other Fresh Fruits,396,1217
Whole Year,Other Vegetables,2364,0
Whole Year,Papaya,23,3000
